K,n_runs,n_finished_at_K,top1_in_top33pct@K,top3_in_top33pct@K,top1_in_top50pct@K,top3_in_top50pct@K,top1_in_top67pct@K,top3_in_top67pct@K,spearman,project,group,n_runs_total
20,9,9,1,2,1,3,1,3,0.7999999999999999,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
50,9,9,1,2,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
5,27,27,0,1,0,2,1,3,0.572039072039072,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
10,27,27,0,2,0,2,1,3,0.5995115995115995,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
15,27,27,0,2,0,2,1,3,0.5958485958485958,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
20,27,25,0,2,0,2,1,3,0.6672771672771672,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
30,27,10,0,2,1,3,1,3,0.868131868131868,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
50,27,0,1,3,1,3,1,3,0.9999999999999999,WMTask_identity_encoder_verification,additive_joint_with_lpl_nmse__lc_obsnoise_sweep,27
5,24,24,1,1,1,2,1,3,0.7330434782608695,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
10,24,24,1,2,1,2,1,3,0.737391304347826,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
15,24,23,1,2,1,3,1,3,0.8017391304347825,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
20,24,15,1,3,1,3,1,3,0.88,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
30,24,4,1,3,1,3,1,3,0.9904347826086956,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
50,24,0,1,3,1,3,1,3,0.9999999999999999,WMTask_identity_encoder_verification,additive_joint_with_lpl_gennmse__lc_obsnoise_sweep,24
5,27,27,1,3,1,3,1,3,0.8400488400488401,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
10,27,27,1,3,1,3,1,3,0.8034188034188033,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
15,27,27,1,2,1,3,1,3,0.8034188034188033,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
20,27,17,1,3,1,3,1,3,0.9023199023199022,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
30,27,11,1,3,1,3,1,3,0.9664224664224663,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
50,27,0,1,3,1,3,1,3,0.9999999999999999,WMTask_identity_encoder_verification,additive_joint_with_lpl_mse__lc_obsnoise_sweep,27
5,9,9,0,2,1,3,1,3,0.8333333333333333,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
10,9,7,1,3,1,3,1,3,0.9500000000000001,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
15,9,1,1,3,1,3,1,3,0.9833333333333333,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
20,9,1,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
30,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
50,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_vanilla_mse_p30__lc_sweep,9
5,9,9,1,3,1,3,1,3,0.9666666666666667,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
10,9,1,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
15,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
20,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
30,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
50,9,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_latent_additive_mse_p30__lc_sweep,9
5,21,21,1,2,1,3,1,3,0.7792207792207791,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
10,21,21,1,2,1,3,1,3,0.8610389610389609,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
15,21,21,1,3,1,3,1,3,0.8454545454545455,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
20,21,21,1,2,1,3,1,3,0.9142857142857143,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
30,21,21,1,3,1,3,1,3,0.8883116883116883,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
50,21,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128__lc_x_obsnoisescale_sweep,21
5,21,19,1,3,1,3,1,3,0.8597402597402597,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
10,21,18,0,0,1,3,1,3,0.5805194805194805,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
15,21,18,1,3,1,3,1,3,0.7272727272727273,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
20,21,18,1,2,1,3,1,3,0.6987012987012987,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
30,21,17,1,2,1,3,1,3,0.7623376623376623,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
50,21,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_perareaautodim__lc_x_obsnoisescale_sweep,21
5,21,21,0,1,1,3,1,3,0.7506493506493507,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
10,21,21,1,1,1,3,1,3,0.8441558441558441,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
15,21,20,1,2,1,3,1,3,0.8467532467532467,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
20,21,19,0,1,1,3,1,3,0.8090909090909091,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
30,21,19,1,3,1,3,1,3,0.9246753246753248,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
50,21,0,1,3,1,3,1,3,1.0,WMTask_identity_encoder_verification,wmtask_direct_sum_additive_splitmode_p30_full128_randinit_dualckpt__lc_x_obsnoisescale_sweep,21
5,54,54,1,3,1,3,1,3,0.5288342435802312,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
10,54,52,1,3,1,3,1,3,0.8215851473447447,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
15,54,49,1,3,1,3,1,3,0.8603179444169112,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
20,54,48,1,3,1,3,1,3,0.8924936144256794,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
30,54,47,1,3,1,3,1,3,0.8980595478632153,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
50,54,44,1,3,1,3,1,3,0.9216194578933322,Lorenz_IND[0]_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn_30step_cleantarget,54
5,39,39,1,3,1,3,1,3,0.5880566801619435,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
10,39,36,0,2,1,3,1,3,0.8010121457489878,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
15,39,36,1,1,1,3,1,3,0.7917004048582996,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
20,39,36,1,3,1,3,1,3,0.899595141700405,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
30,39,33,1,3,1,3,1,3,0.9046558704453441,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
50,39,29,1,3,1,3,1,3,0.9303643724696357,Lorenz_PARTIAL_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__jacobian_noise__sweep_lc_x_kl_dyn_30step,39
5,66,63,1,3,1,3,1,3,0.6915813662001254,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
10,66,59,1,3,1,3,1,3,0.7519949864215585,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
15,66,59,1,3,1,3,1,3,0.8715688322540215,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
20,66,57,1,3,1,3,1,3,0.9232922498433258,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
30,66,52,0,2,1,3,1,3,0.9305201587633175,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
50,66,52,1,3,1,3,1,3,0.9551702527679131,Lorenz_INDall_N25_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,66
5,69,69,0,1,1,3,1,3,0.5214103032517355,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
10,69,69,1,2,1,3,1,3,0.6377055169894045,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
15,69,69,1,3,1,3,1,3,0.7036536353671904,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
20,69,69,1,3,1,3,1,3,0.7916697113628061,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
30,69,65,1,3,1,3,1,3,0.910632078918524,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
50,69,61,1,3,1,3,1,3,0.9536353671903545,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,69
5,28,28,1,3,1,3,1,3,0.9359430604982206,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
10,28,28,1,3,1,3,1,3,0.9271831371475501,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
15,28,28,1,3,1,3,1,3,0.9052833287708735,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
20,28,27,1,3,1,3,1,3,0.9156857377497948,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
30,28,26,1,3,1,3,1,3,0.9332055844511361,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
50,28,24,1,3,1,3,1,3,0.9786476868327403,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise_sweep,28
5,27,25,1,3,1,3,1,3,0.9566544566544567,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
10,27,20,1,3,1,3,1,3,0.9645909645909645,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
15,27,20,1,3,1,3,1,3,0.9554334554334554,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
20,27,19,1,3,1,3,1,3,0.9407814407814408,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
30,27,18,1,3,1,3,1,3,0.9511599511599511,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
50,27,13,1,3,1,3,1,3,0.9884004884004883,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_additive_joint_gennmse__lc_x_obsnoise__cleantarget,27
5,16,12,1,3,1,3,1,3,0.623435569197675,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
10,16,9,1,3,1,3,1,3,0.7529411764705882,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
15,16,9,1,3,1,3,1,3,0.8029411764705883,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
20,16,9,1,3,1,3,1,3,0.7823529411764706,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
30,16,9,1,3,1,3,1,3,0.8117647058823528,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
50,16,9,1,3,1,3,1,3,0.8705882352941177,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse__lc_sweep,16
5,9,9,1,2,1,3,1,3,0.7333333333333334,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
10,9,9,1,2,1,3,1,3,0.7833333333333333,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
15,9,9,1,1,1,3,1,3,0.7666666666666667,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
20,9,9,1,1,1,3,1,3,0.7666666666666667,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.8333333333333333,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
50,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDall_N1_D1_NormTrue_T3__JacobianODE,lorenz_full_additive_mse_p30__lc_sweep,9
5,42,42,0,0,0,0,0,2,-0.43829511384814845,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
10,42,42,0,2,0,2,1,3,0.49015476865732116,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
15,42,35,0,2,0,2,1,3,0.6191556599951382,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
20,42,32,0,2,0,2,1,3,0.6843043513491613,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
30,42,31,0,2,0,2,1,3,0.7246576452475488,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
50,42,27,0,2,1,3,1,3,0.8925532776922456,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn,42
5,75,75,0,0,1,3,1,3,0.38642958748221906,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
10,75,75,1,1,1,3,1,3,0.7693314366998577,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
15,75,74,1,2,1,3,1,3,0.7535988620199146,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
20,75,67,1,2,1,3,1,3,0.7368990042674252,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
30,75,59,0,2,1,3,1,3,0.7794310099573256,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
50,75,56,1,2,1,3,1,3,0.8589473684210526,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_vae_sample_all_losses,75
5,64,40,1,3,1,3,1,3,0.28426582687197455,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
10,64,59,1,3,1,3,1,3,0.5046080631064696,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
15,64,64,1,3,1,3,1,3,0.6935897435897435,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
20,64,64,1,3,1,3,1,3,0.7281135531135531,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
30,64,64,1,3,1,3,1,3,0.6955128205128204,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
50,64,61,1,3,1,3,1,3,0.6978937728937727,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,mlp_diffeo__sweep_lc_x_kl_dyn_vae_sample_all_losses,64
5,81,74,1,1,1,2,1,3,0.12369015356820236,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
10,81,81,1,2,1,3,1,3,0.6216124661246611,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
15,81,81,1,3,1,3,1,3,0.6594173441734417,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
20,81,81,1,2,1,3,1,3,0.6748193315266486,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
30,81,55,1,2,1,3,1,3,0.7202800361336946,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
50,81,54,1,2,1,3,1,3,0.8505871725383921,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__geometric_noise__sweep_lc_x_kl_dyn,81
5,75,75,1,2,1,3,1,3,0.32799431009957325,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
10,75,75,1,3,1,3,1,3,0.8633001422475106,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
15,75,75,1,3,1,3,1,3,0.8460881934566146,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
20,75,68,1,3,1,3,1,3,0.8467709815078237,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
30,75,58,1,3,1,3,1,3,0.8573826458036984,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
50,75,51,1,3,1,3,1,3,0.8770128022759601,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling__sweep_lc_x_kl_dyn_30step_cleantarget,75
5,25,25,1,2,1,2,1,2,0.47,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
10,25,25,0,1,1,2,1,2,0.43076923076923074,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
15,25,25,0,1,1,2,1,2,0.43692307692307686,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
20,25,25,0,1,0,2,1,3,0.42538461538461536,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
30,25,25,0,1,0,2,1,3,0.5330769230769231,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
50,25,25,0,1,1,2,1,3,0.5976923076923077,WMTask_INDall_N1_D1_NormTrue_T128__JacobianODE,spline_coupling_no_vae__sweep_lc_x_obs_noise_30step_cleantarget,25
5,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
10,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
15,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
20,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
30,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
50,14,0,1,3,1,3,1,3,1.0,WMTask_INDall_N1_D1_NormTrue_T128__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1_1_10__te0.0_enc_warmup_5_vaetrue,14
5,42,42,1,3,1,3,1,3,0.8976052580603134,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
10,42,42,1,3,1,3,1,3,0.888339680739,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
15,42,42,1,3,1,3,1,3,0.9066526213434893,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
20,42,42,1,3,1,3,1,3,0.9154039380925372,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
30,42,42,1,3,1,3,1,3,0.9100559111903412,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
50,42,42,1,3,1,3,1,3,0.9126488939307997,WMTask_IND1926273140555669819498104_N10_D1_NormTrue_T10__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_7vals__klNnull__klD0_1e-06_1e-05_0.0001_0.001_0.01_0.1__te0.0_enc_warmup_5_vaetrue,42
5,39,39,1,3,1,3,1,3,0.5896761133603239,WMTask_INDall_N1_D1_NormTrue_T17__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_0.0001_0.001_0.01_0.1_1__te0.0_enc_warmup_5_vaetrue,39
10,39,39,1,3,1,3,1,3,0.7655870445344131,WMTask_INDall_N1_D1_NormTrue_T17__spline_coupling__JacobianODE,sweep_from_scratch_spline_coupling_lc_9vals__klNnull__klD0_0.0001_0.001_0.01_0.1_1__te0.0_enc_warmup_5_vaetrue,39
